movie_id,title,genres,genre_ids,release_year,release_date,runtime,rating,vote_count,popularity,overview,poster_path,backdrop_path,original_language,original_title,adult,video
TMDB22825,The Box,Thriller|Science Fiction,"53, 878",2009,2009-10-29,0,5.633,1861,4.0774,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",/xMAmOu6xl4CsstixcuecBle9krd.jpg,/kjVhc1Ba9dFhgsdzQLGKrUbfe1q.jpg,en,The Box,False,False
TMDB18480,Brüno,Comedy,35,2009,2009-07-08,0,5.642,1877,3.0795,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,/wcUc7TYtsb72dHVb51sYaGIvQsr.jpg,/vxeo16JiRxxpRYCteDPlmLIZwrb.jpg,en,Brüno,False,False
TMDB16538,"I Love You, Man",Comedy|Romance,"35, 10749",2009,2009-03-20,0,6.581,1896,3.6503,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",/xr4zAYsvgTzvMMiWu6qCAP9WBer.jpg,/zLXACaQzLLKmzbSBPpgXW6wfGdv.jpg,en,"I Love You, Man",False,False
TMDB18405,The Last House on the Left,Crime|Thriller|Horror|Drama,"80, 53, 27, 18",2009,2009-03-13,0,6.494,1914,5.4294,"When athletic teen Mari Collingwood opts to hang out with her friend Paige in town rather than spend an evening in with her parents vacationing at the family's remote lake house, it marks the beginning of a night no one is going to forget.",/2Y35XCUS8U8vC8vs0HDEVkPu1BM.jpg,/114yPZmKgsQVTSt0BDx5WagBOvW.jpg,en,The Last House on the Left,False,False
TMDB19585,G-Force,Family|Fantasy|Action|Adventure|Comedy,"10751, 14, 28, 12, 35",2009,2009-07-24,0,5.479,1982,8.3589,"A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",/9Tly3ZXTTsQKM26fis8v9LR4GxG.jpg,/xgic8uEqzzhc0YimHGsWSQWMduE.jpg,en,G-Force,False,False
TMDB16523,Where the Wild Things Are,Fantasy|Drama|Adventure|Family,"14, 18, 12, 10751",2009,2009-10-16,0,6.493,1987,10.0154,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg,/e0MwhnT6ydLrgQbq4IIABhJdsmo.jpg,en,Where the Wild Things Are,False,False
TMDB17610,Year One,Comedy|Adventure,"35, 12",2009,2009-06-18,0,4.991,1991,9.3888,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",/qF573jdJYwtCbXVXPDn4xu8nW2a.jpg,/21RU5YYiLk3UVF9lRhf2fs1tRUK.jpg,en,Year One,False,False
TMDB19899,Couples Retreat,Comedy|Romance,"35, 10749",2009,2009-09-19,0,5.6,2069,4.9933,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg,/uKrfP5T5EwlR5RPGDEbFzDSaljJ.jpg,en,Couples Retreat,False,False
TMDB18126,Hannah Montana: The Movie,Comedy|Drama|Family|Music|Romance,"35, 18, 10751, 10402, 10749",2009,2009-04-10,0,6.582,2083,5.5738,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet niblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana.",/nZUKhfpUCFfTy24LGBHdDlK5RLx.jpg,/bAczza4WsWbQxjouMbwxl9Jkile.jpg,en,Hannah Montana: The Movie,False,False
TMDB16995,State of Play,Thriller|Crime|Mystery,"53, 80, 9648",2009,2009-04-17,0,6.806,2100,5.1657,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",/mWsfeSFUM3NxWa62UrA9IIn240B.jpg,/n6ggvrNiiDBGcymaomQPeVsIfUg.jpg,en,State of Play,False,False
TMDB16866,Planet 51,Animation|Family|Comedy|Science Fiction|Adventure,"16, 10751, 35, 878, 12",2009,2009-11-19,0,5.885,2130,4.9457,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",/x7Itcg3ZdExKwdKguy73WPEqosW.jpg,/wk7R89u4l3AC3PRg7Abac2IJ5Ky.jpg,en,Planet 51,False,False
TMDB10664,[REC]²,Thriller|Horror,"53, 27",2009,2009-09-15,0,6.617,2152,3.3942,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",/4JG5WKfIGD6r7hdbqJVr2WKIxEe.jpg,/svZPLmBwYHjlwDwHkZz4EotpXqx.jpg,es,[REC]²,False,False
TMDB14164,Dragonball Evolution,Action|Adventure|Fantasy|Science Fiction|Thriller,"28, 12, 14, 878, 53",2009,2009-03-12,0,2.9,2174,5.803,"On his 18th birthday, Goku receives a mystical Dragonball as a gift from his grandfather. There are only six others like it in the whole world, and legend has it that whoever possesses all seven will be granted one perfect wish. When the arrival of a dark force triggers a tragedy, Goku and his companions are propelled into an epic quest to collect the seven Dragonballs and save the Earth from destruction.",/sunS9xhPnFNP5wlOWrvbpBteAB.jpg,/19ChHftp06sllxdgINPSTDIyKHw.jpg,en,Dragonball Evolution,False,False
TMDB24803,Julie & Julia,Romance|Drama,"10749, 18",2009,2009-08-06,0,6.713,2191,8.146,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",/1QZNWOOwfRi86ZApGvr2TtJZPBK.jpg,/1tWpsnSelznXfkdssCWQGgavRZM.jpg,en,Julie & Julia,False,False
TMDB24238,Mary and Max,Animation|Comedy|Drama,"16, 35, 18",2009,2009-04-09,0,7.872,2212,3.3776,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",/ebmsM382m9IClLUzKYY2U5biFwM.jpg,/8UxYHvKBNFnoyfHjgjMwzj4zOuy.jpg,en,Mary and Max,False,False
TMDB23488,Dorian Gray,Fantasy|Drama|Thriller,"14, 18, 53",2009,2009-09-09,0,6.044,2214,5.0245,"Seduced into the decadent world of Lord Henry Wotton, handsome young aristocrat Dorian Gray becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",/uRKt8nYdy7EO4uqeKVVpZRmqrxF.jpg,/ij9ai1FDd2ErfRJ8PJrAWakzVEo.jpg,en,Dorian Gray,False,False
TMDB10024,My Sister's Keeper,Drama,18,2009,2009-06-26,0,7.365,2221,4.1228,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,/zpVMWiNJgcwHB0zIMGjXQMnSKPZ.jpg,en,My Sister's Keeper,False,False
TMDB29917,Exam,Thriller|Mystery,"53, 9648",2009,2009-06-19,0,6.699,2249,3.5537,"Eight talented candidates have reached the final stage of selection to join the ranks of a mysterious and powerful corporation. Entering a windowless room, where an armed guard keeps watch, they are given 80 minutes to answer one simple question.",/i1J2zBCyOQJKsQipqJ0qXERC1Ma.jpg,/AedRhfioYP2stHjsrLo8Qu6YBHK.jpg,en,Exam,False,False
TMDB18947,The Boat That Rocked,Drama|Comedy,"18, 35",2009,2009-04-01,0,7.224,2257,2.9941,"When a group of rebellious deejays decides to defy the ban on government-censored music, they take to the seas to broadcast music and mayhem to millions of adoring fans.",/l7CBRLAXUnHi0kp2krhLtlJvtWI.jpg,/vZS0CQBaxj1CPFWTICXLXMJbb3o.jpg,en,The Boat That Rocked,False,False
TMDB23082,The Invention of Lying,Comedy|Fantasy|Romance,"35, 14, 10749",2009,2009-10-02,0,6.205,2279,2.9036,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg,/8ZlxM5IYLtg2KnRl1IoS83mlxt0.jpg,en,The Invention of Lying,False,False
TMDB12573,A Serious Man,Comedy|Drama,"35, 18",2009,2009-10-02,0,6.709,2306,8.4661,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",/5gGxDS8WmrebPlMHexVS8EVehiP.jpg,/6j3YrwkG4TZo8oNR4U4SDpql4pP.jpg,en,A Serious Man,False,False
TMDB16614,Adventureland,Comedy|Drama|Romance,"35, 18, 10749",2009,2009-04-03,0,6.399,2325,5.314,"It's the summer of 1987, and recent college grad James Brennan can't wait to begin his long-anticipated dream trip to Europe. Unfortunately, James' plans come to a screeching halt when his parents announce that they are unable to subsidize his trip. Forced to take a job at the local amusement park, James prepares for the worst summer ever, until he finds love with a captivating co-worker named Em.",/eeSJNAR1aWcgANq26KWIHm3cbyB.jpg,/88R3QYgd4hGO8JKp9Dyc0Nq3vQ4.jpg,en,Adventureland,False,False
TMDB37169,The Human Centipede (First Sequence),Horror,27,2009,2009-10-31,0,5.187,2341,6.0177,"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision.",/gMtjxIkEi0hnTV5lPHbgeZ4ZpUZ.jpg,/wubUakLEAAnKeXmuTks5insTKQx.jpg,en,The Human Centipede (First Sequence),False,False
TMDB28355,Case 39,Horror|Mystery|Thriller,"27, 9648, 53",2009,2009-08-13,0,6.315,2358,3.2964,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",/b16EjFeHd2AwoYXWUne7DA346pU.jpg,/1i1Jfc9e15uRM3fGp7Detsjsapw.jpg,en,Case 39,False,False
TMDB10313,The Men Who Stare at Goats,Comedy|War,"35, 10752",2009,2009-10-17,0,5.966,2364,3.8978,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",/5boJKypPQmgABssbKOk2RvsCnSv.jpg,/lAJpYAepH7bic2TmE7ZP8q404P4.jpg,en,The Men Who Stare at Goats,False,False
TMDB13455,Push,Science Fiction|Action|Adventure|Thriller,"878, 28, 12, 53",2009,2009-02-04,0,6.142,2390,3.1304,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",/fHStfRjQGstuqtUz4Q22lbFU58M.jpg,/uQ5xARQz6BiKlppKCBnKmkfW76m.jpg,en,Push,False,False
TMDB12556,Ghosts of Girlfriends Past,Romance|Comedy|Fantasy,"10749, 35, 14",2009,2009-05-01,0,6.0,2397,6.6886,"Celebrity photographer Connor Mead lives life in the fast lane, committed to lifelong bachelorhood and simultaneous relationships with multiple women. On the eve of his younger brother Paul's wedding, Connor's mockery of love proves a real buzz-kill for everyone - including his childhood crush, Jenny, the one woman who always seemed immune to his considerable charms. Later that night, he gets a wake-up call from the ghost of his late Uncle Wayne, the hard-partying, legendary ladies' man who was Connor's mentor. Uncle Wayne has an urgent message which he delivers through three ghosts who guide Connor on an eye-opening tour of his romantic past, present and future. Along the way, they attempt to discern whether he will ever be able to change his ways -- and if there is any hope of him finding true love.",/azzg0lv5vpQRoOrZfNVkJn04f1M.jpg,/oy9Ox4WGPkOJ3656CNKasVjAnKS.jpg,en,Ghosts of Girlfriends Past,False,False
TMDB38810,Dogtooth,Drama,18,2009,2009-10-22,0,7.051,2564,5.1164,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",/cBrhzHcOxXclTItkPzsJUCTSFyl.jpg,/mIuO2lahGmOEuqaCu8cu3oelYkX.jpg,el,Κυνόδοντας,False,False
TMDB18501,Gamer,Action|Thriller|Science Fiction,"28, 53, 878",2009,2009-09-03,0,5.692,2575,4.538,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",/nA8ZVbdBsNkTqsa49ZG9na4lFuY.jpg,/nRBt4c7X56HexYhgt9Exl7upvRo.jpg,en,Gamer,False,False
TMDB19898,Pandorum,Action|Horror|Mystery|Science Fiction|Thriller,"28, 27, 9648, 878, 53",2009,2009-09-08,0,6.589,2592,5.2794,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",/mNMfa6r3pl0EzFIKEkVcxyr6Rc7.jpg,/2M5V8VcK02o4R5cxe7Ew1ltaxKr.jpg,en,Pandorum,False,False
TMDB18533,Bronson,Drama|Action|Crime,"18, 28, 80",2009,2009-03-13,0,6.961,2628,4.7162,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",/6diyyGIbBNiANsdIaCGtyv4IofR.jpg,/uc8FwdCQi3eD7JIbyiZuzo5n6Jv.jpg,en,Bronson,False,False
TMDB20453,3 Idiots,Drama|Comedy,"18, 35",2009,2009-12-23,0,7.994,2654,5.9065,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",/66A9MqXOyVFCssoloscw79z8Tew.jpg,/8gT3UKtglLVpu0YfccwbmXZ5Eis.jpg,hi,3 Idiots,False,False
TMDB24420,The Time Traveler's Wife,Drama|Romance|Fantasy,"18, 10749, 14",2009,2009-08-14,0,6.94,2663,7.6265,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg,/3B4DbexR2hXINqJN6LqhmmAaVeS.jpg,en,The Time Traveler's Wife,False,False
TMDB14560,Paul Blart: Mall Cop,Action|Adventure|Comedy|Family,"28, 12, 35, 10751",2009,2009-01-15,0,5.446,2683,6.1457,"When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.",/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg,/quShFVPwIOYKTEdQh8VB1xwSdTe.jpg,en,Paul Blart: Mall Cop,False,False
TMDB20048,Confessions of a Shopaholic,Comedy|Romance,"35, 10749",2009,2009-02-05,0,6.479,2726,3.8923,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping – a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door – until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",/r17R9OIC0pKDqqsNore6atYLCVZ.jpg,/CfSec5mH7xVMxCekhsqY4NUCCx.jpg,en,Confessions of a Shopaholic,False,False
TMDB17609,Antichrist,Drama|Horror|Thriller,"18, 27, 53",2009,2009-05-20,0,6.623,2789,7.4887,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",/ge7zbYvpfsDP3luKi0iSpzOgncM.jpg,/utABPVjXBlM8NUOBecCyLLuzQSe.jpg,en,Antichrist,False,False
TMDB25376,The Secret in Their Eyes,Mystery|Thriller|Drama,"9648, 53, 18",2009,2009-08-13,0,7.974,2801,11.3064,"Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",/dkeAwfZzwL3WvToydE3CXiY80E0.jpg,/fNHCogWhABNAmzk0IFdzQP5XLYj.jpg,es,El secreto de sus ojos,False,False
TMDB13207,Friday the 13th,Horror|Thriller,"27, 53",2009,2009-02-11,0,5.772,2810,6.7469,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,/88wlJ4teYlck4hJ2bnlxBrAVh0m.jpg,/rpb9eBNpYjqSI3dLLniZ0GXcnlS.jpg,en,Friday the 13th,False,False
TMDB18785,The Hangover,Comedy,35,2009,2009-06-02,0,7.329,17881,16.3285,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,/iuRVt8tFiXDPGgzavhuSa3QHRxD.jpg,en,The Hangover,False,False
TMDB767,Harry Potter and the Half-Blood Prince,Adventure|Fantasy,"12, 14",2009,2009-07-15,0,7.681,20558,17.7096,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,/ze6Mx4QE5mQVXRYmG2flncqqle4.jpg,en,Harry Potter and the Half-Blood Prince,False,False
TMDB28178,Hachi: A Dog's Tale,Drama|Family,"18, 10751",2009,2009-06-08,0,8.007,7077,8.4325,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,/a5pOEjOLvr04Hr8qktIDM75OZi0.jpg,en,Hachi: A Dog's Tale,False,False
TMDB17431,Moon,Science Fiction|Drama,"878, 18",2009,2009-06-12,0,7.566,6152,9.4863,"With only three weeks left in his three-year contract, Sam Bell is eager to return to Earth. Stationed alone at a Moon-based facility with his computer assistant GERTY, an unexpected accident sets off a series of unsettling events that shake his isolation.",/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg,/xvNNdKrQo57gEEndrqoqZSzEjNj.jpg,en,Moon,False,False
TMDB2080,X-Men Origins: Wolverine,Adventure|Action|Science Fiction,"12, 28, 878",2009,2009-04-28,0,6.286,11118,1.0028,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",/yj8LbTju1p7CUJg7US2unSBk33s.jpg,/p4GzAzjlL7lXIVGvayg7zvzGTSi.jpg,en,X-Men Origins: Wolverine,False,False
TMDB19908,Zombieland,Comedy|Horror,"35, 27",2009,2009-10-02,0,7.26,13009,10.8156,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,/oihWVx3imvRKujnGmSDYhfG1gI5.jpg,en,Zombieland,False,False
TMDB14161,2012,Action|Adventure|Science Fiction,"28, 12, 878",2009,2009-10-10,0,5.868,12583,16.0923,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",/c2PkTPT5D9zB8SIm5wNlDAANEqM.jpg,/jCvkDqWWBrgxf9R3DrtJ6GpqXse.jpg,en,2012,False,False
TMDB19913,(500) Days of Summer,Comedy|Drama|Romance,"35, 18, 10749",2009,2009-07-17,0,7.298,10885,7.9208,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",/qXAuQ9hF30sQRsXf40OfRVl0MJZ.jpg,/1M2i4Mxd03elGOTmEkIvqrHfmyS.jpg,en,(500) Days of Summer,False,False
TMDB14160,Up,Animation|Comedy|Family|Adventure,"16, 35, 10751, 12",2009,2009-05-28,0,7.96,21416,18.212,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,/hGGC9gKo7CFE3fW07RA587e5kol.jpg,en,Up,False,False
TMDB22794,Cloudy with a Chance of Meatballs,Animation|Comedy|Family,"16, 35, 10751",2009,2009-09-17,0,6.657,6365,7.3592,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,/doNIj6jX27hhfcbD6GEb22ydLSF.jpg,en,Cloudy with a Chance of Meatballs,False,False
TMDB10528,Sherlock Holmes,Adventure|Crime|Mystery,"12, 80, 9648",2009,2009-12-23,0,7.217,14625,8.699,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,/momkKuWburNTqKBF6ez7rvhYVhE.jpg,/85g84VtSf9tu1A9JqqruXEHspb7.jpg,en,Sherlock Holmes,False,False
TMDB16869,Inglourious Basterds,Drama|Thriller|War,"18, 53, 10752",2009,2009-08-02,0,8.215,23855,17.15,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,en,Inglourious Basterds,False,False
TMDB534,Terminator Salvation,Action|Science Fiction|Thriller,"28, 878, 53",2009,2009-05-20,0,6.081,6924,15.5212,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,/l2bAhg1h3eJrXiIZv8v2uMkuQPF.jpg,en,Terminator Salvation,False,False
TMDB22881,The Blind Side,Drama,18,2009,2009-11-20,0,7.667,6741,6.796,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,/5P6hWD4zxAMntRuRnB4MmPLijNw.jpg,en,The Blind Side,False,False
TMDB19995,Avatar,Action|Adventure|Science Fiction,"28, 12, 878",2009,2009-12-16,0,7.6,33584,30.5561,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,en,Avatar,False,False
TMDB8960,Hancock,Fantasy|Action,"14, 28",2008,2008-07-01,0,6.351,10123,12.8795,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,/xh0ZRdnL4pSqfW73HBf97xiNEFP.jpg,en,Hancock,False,False
TMDB7191,Cloverfield,Action|Thriller|Science Fiction,"28, 53, 878",2008,2008-01-15,0,6.705,7658,10.0248,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg,en,Cloverfield,False,False
TMDB10764,Quantum of Solace,Adventure|Action|Thriller|Crime,"12, 28, 53, 80",2008,2008-10-29,0,6.334,8404,8.9009,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,en,Quantum of Solace,False,False
TMDB217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure|Action,"12, 28",2008,2008-05-21,0,6.019,8907,8.1989,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",/56As6XEM1flWvprX4LgkPl8ii4K.jpg,/p96949hcwUG2BwE6MgKmw0uYNCx.jpg,en,Indiana Jones and the Kingdom of the Crystal Skull,False,False
